	sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	resolved	target_skipped	spill_skipped
906	88	8	54	0	his	True	-6	3	224	224	224	224	240	240	240	240	-6	his	False	P	False	3	1	1	0	0
907	88	8	205	0	his	True	-6	4	372	372	372	372	136	284	440	616	-6	his	False	P	False	3	1	1	0	0
908	88	8	118	0	his	True	-6	5	236	236	408	2096	168	168	168	540	-6	his	False	P	False	3	1	1	0	0
909	88	8	68	0	his	True	-6	6	128	128	128	128	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
910	88	8	150	0	his	True	-6	7	188	188	540	1488	196	196	196	332	-6	his	False	P	False	3	1	1	0	0
911	88	8	107	0	his	True	-6	8	240	240	1008	2572	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
912	88	8	141	0	his	True	-6	10	152	152	152	152	152	400	400	1980	-6	his	False	P	False	3	1	1	0	0
913	88	8	178	0	his	True	-6	11	220	220	220	220	160	492	492	808	-6	his	False	P	False	3	1	1	0	0
914	88	8	145	0	his	True	-6	12	108	108	108	108	140	140	140	468	-6	his	False	P	False	3	1	1	0	0
916	88	8	137	0	his	True	-6	14	472	472	760	852	152	152	152	496	-6	his	False	P	False	3	1	1	0	0
918	88	8	61	0	his	True	-6	16	192	192	192	192	252	356	356	1364	-6	his	False	P	False	3	1	1	0	0
919	88	8	131	0	his	True	-6	18	240	240	240	240	204	204	204	204	-6	his	False	P	False	3	1	1	0	0
920	88	8	6	0	his	True	-6	19	136	136	136	136	204	204	1028	2440	-6	his	False	P	False	3	1	1	0	0
921	88	8	76	0	his	True	-6	20	320	320	320	320	164	164	352	1108	-6	his	False	P	False	3	1	1	0	0
923	88	8	168	0	his	True	-6	22	176	176	176	176	144	144	144	144	-6	his	False	P	False	3	1	1	0	0
924	88	8	126	0	his	True	-6	23	304	304	304	304	228	228	904	3200	-6	his	False	P	False	3	1	1	0	0
925	88	8	198	0	his	True	-6	24	140	140	140	140	272	272	272	472	-6	his	False	P	False	3	1	1	0	0
926	88	8	75	0	his	True	-6	25	212	212	212	340	204	204	204	1248	-6	his	False	P	False	3	1	1	0	0
927	88	8	10	0	his	True	-6	27	128	128	128	128	260	260	260	408	-6	his	False	P	False	3	1	1	0	0
928	88	8	188	0	his	True	-6	28	116	116	308	816	172	172	172	172	-6	his	False	P	False	3	1	1	0	0
929	88	8	15	0	his	True	-6	29	172	172	172	172	108	272	272	272	-6	his	False	P	False	3	1	1	0	0
930	88	8	31	0	his	True	-6	30	216	216	216	216	392	392	392	620	-6	his	False	P	False	3	1	1	0	0
932	88	8	153	0	his	True	-6	32	260	260	260	260	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
933	88	8	109	0	his	True	-6	33	188	188	188	188	76	76	140	1844	-6	his	False	P	False	3	1	1	0	0
935	88	8	199	0	his	True	-6	35	168	168	168	168	124	124	124	124	-6	his	False	P	False	3	1	1	0	0
937	88	8	205	0	his	True	-6	37	68	68	68	504	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
938	88	8	91	0	his	True	-6	38	184	184	184	416	236	236	428	768	-6	his	False	P	False	3	1	1	0	0
939	88	8	150	0	his	True	-6	39	184	184	184	184	360	360	360	360	-6	his	False	P	False	3	1	1	0	0
940	88	8	79	0	his	True	-6	40	140	140	308	580	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
941	88	8	176	0	his	True	-6	41	240	240	240	240	140	312	312	964	-6	his	False	P	False	3	1	1	0	0
942	88	8	62	0	his	True	-6	42	220	220	864	2740	488	488	488	1588	-6	his	False	P	False	3	1	1	0	0
943	88	8	17	0	his	True	-6	43	356	356	356	356	152	152	152	152	-6	his	False	P	False	3	1	1	0	0
944	89	4	67	0	he	True	-4	1	228	228	228	228	180	180	180	180	-4	he	False	O	False	2	1	1	0	0
946	89	4	148	0	he	True	-4	3	288	288	288	436	152	276	276	276	-4	he	False	O	False	2	1	1	0	0
948	89	4	188	0	he	True	-4	5	160	160	160	160	180	180	180	180	-4	he	False	O	False	2	1	1	0	0
953	89	4	101	0	he	True	-4	11	172	172	172	172	0	0	0	0	-4	he	False	O	False	2	1	1	0	1
954	89	4	126	0	he	True	-4	12	212	212	212	212	0	0	0	0	-4	he	False	O	False	2	1	1	0	1
958	89	4	204	0	he	True	-4	16	208	208	208	208	152	152	152	152	-4	he	False	O	False	2	1	1	0	0
963	89	4	9	0	he	True	-4	22	164	164	164	2644	252	252	252	252	-4	he	False	O	False	2	1	1	0	0
965	89	4	176	0	he	True	-4	24	196	196	196	196	188	188	188	188	-4	he	False	O	False	2	1	1	0	0
967	89	4	18	0	he	True	-4	27	124	124	124	124	184	184	184	184	-4	he	False	O	False	2	1	1	0	0
970	89	4	99	0	he	True	-4	30	500	500	500	500	200	200	200	200	-4	he	False	O	False	2	1	1	0	0
973	89	4	113	0	he	True	-4	33	220	220	220	372	176	176	176	176	-4	he	False	O	False	2	1	1	0	0
977	89	4	83	0	he	True	-4	37	172	172	172	172	88	88	88	88	-4	he	False	O	False	2	1	1	0	0
983	89	4	38	0	he	True	-4	43	140	140	140	140	148	148	148	148	-4	he	False	O	False	2	1	1	0	0
984	89	8	67	0	his	True	-2	1	832	832	832	832	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
985	89	8	163	0	his	True	-2	2	228	228	420	640	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
987	89	8	137	0	his	True	-2	4	244	244	376	1648	472	472	472	472	-2	his	False	P	False	3	2	1	0	0
988	89	8	188	0	his	True	-2	5	228	228	228	504	160	160	160	160	-2	his	False	P	False	3	2	1	0	0
990	89	8	50	0	his	True	-2	7	160	160	576	1652	288	288	288	288	-2	his	False	P	False	3	2	1	0	0
991	89	8	164	0	his	True	-2	8	212	312	312	312	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
992	89	8	130	0	his	True	-2	10	216	216	216	216	208	208	208	1784	-2	his	False	P	False	3	2	1	0	0
993	89	8	101	0	his	True	-2	11	268	528	528	528	152	152	152	152	-2	his	False	P	False	3	2	1	0	0
994	89	8	126	0	his	True	-2	12	120	120	500	628	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
995	89	8	193	0	his	True	-2	13	240	240	240	240	520	520	520	616	-2	his	False	P	False	3	2	1	0	0
996	89	8	150	0	his	True	-2	14	240	240	240	240	172	424	424	424	-2	his	False	P	False	3	2	1	0	0
997	89	8	175	0	his	True	-2	15	368	448	448	448	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
998	89	8	204	0	his	True	-2	16	232	232	232	232	212	476	476	476	-2	his	False	P	False	3	2	1	0	0
1000	89	8	63	0	his	True	-2	19	164	164	164	164	164	164	164	732	-2	his	False	P	False	3	2	1	0	0
1003	89	8	9	0	his	True	-2	22	356	356	356	356	340	780	1112	10432	-2	his	False	P	False	3	2	1	0	0
1004	89	8	48	0	his	True	-2	23	180	180	180	180	188	188	188	476	-2	his	False	P	False	3	2	1	0	0
1005	89	8	176	0	his	True	-2	24	156	156	836	1220	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
1006	89	8	30	0	his	True	-2	25	216	216	348	544	236	236	236	504	-2	his	False	P	False	3	2	1	0	0
1007	89	8	18	0	his	True	-2	27	300	300	300	300	244	244	244	244	-2	his	False	P	False	3	2	1	0	0
1008	89	8	184	0	his	True	-2	28	216	252	588	824	260	260	260	260	-2	his	False	P	False	3	2	1	0	0
1009	89	8	174	0	his	True	-2	29	148	148	148	148	120	332	332	332	-2	his	False	P	False	3	2	1	0	0
1010	89	8	99	0	his	True	-2	30	168	168	168	168	380	380	380	836	-2	his	False	P	False	3	2	1	0	0
1011	89	8	166	0	his	True	-2	31	144	144	144	144	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
1012	89	8	116	0	his	True	-2	32	420	420	420	420	172	228	228	228	-2	his	False	P	False	3	2	1	0	0
1013	89	8	113	0	his	True	-2	33	128	128	128	128	288	372	372	372	-2	his	False	P	False	3	2	1	0	0
1014	89	8	18	0	his	True	-2	34	204	204	648	832	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
1015	89	8	65	0	his	True	-2	35	112	112	112	112	236	236	236	236	-2	his	False	P	False	3	2	1	0	0
1017	89	8	83	0	his	True	-2	37	216	216	216	216	224	356	356	356	-2	his	False	P	False	3	2	1	0	0
1018	89	8	169	0	his	True	-2	38	424	424	424	500	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
1020	89	8	68	0	his	True	-2	40	204	204	204	204	140	252	440	988	-2	his	False	P	False	3	2	1	0	0
1022	89	8	33	0	his	True	-2	42	508	508	508	860	0	0	0	0	-2	his	False	P	False	3	2	1	0	1
1023	89	8	38	0	his	True	-2	43	236	236	236	236	120	120	120	420	-2	his	False	P	False	3	2	1	0	0
1024	90	3	13	0	his	True	-3	1	256	256	256	256	244	244	244	244	-3	his	False	P	False	3	1	1	0	0
1025	90	3	170	0	his	True	-3	2	172	172	172	172	156	156	156	156	-3	his	False	P	False	3	1	1	0	0
1026	90	3	72	0	his	True	-3	3	160	160	160	160	216	296	368	568	-3	his	False	P	False	3	1	1	0	0
1028	90	3	169	0	his	True	-3	5	304	304	304	560	228	228	228	228	-3	his	False	P	False	3	1	1	0	0
1029	90	3	172	0	his	True	-3	6	232	232	232	232	148	276	276	276	-3	his	False	P	False	3	1	1	0	0
1031	90	3	36	0	his	True	-3	8	448	448	448	448	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
1033	90	3	21	0	his	True	-3	11	236	236	404	564	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
1035	90	3	140	0	his	True	-3	13	232	232	232	232	164	164	164	164	-3	his	False	P	False	3	1	1	0	0
1036	90	3	132	0	his	True	-3	14	128	128	128	128	220	220	220	220	-3	his	False	P	False	3	1	1	0	0
1037	90	3	131	0	his	True	-3	15	220	220	220	320	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
1038	90	3	119	0	his	True	-3	16	172	444	444	444	152	152	152	152	-3	his	False	P	False	3	1	1	0	0
1039	90	3	69	0	his	True	-3	17	132	132	132	132	180	180	180	180	-3	his	False	P	False	3	1	1	0	0
1041	90	3	187	0	his	True	-3	19	108	108	108	108	116	304	304	304	-3	his	False	P	False	3	1	1	0	0
1042	90	3	175	0	his	True	-3	20	152	152	152	152	148	148	148	148	-3	his	False	P	False	3	1	1	0	0
1044	90	3	165	0	his	True	-3	22	248	248	248	840	468	468	468	468	-3	his	False	P	False	3	1	1	0	0
1045	90	3	197	0	his	True	-3	23	240	240	240	908	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
1046	90	3	8	0	his	True	-3	24	316	316	316	316	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
1048	90	3	123	0	his	True	-3	27	232	432	432	432	248	248	248	248	-3	his	False	P	False	3	1	1	0	0
1049	90	3	96	0	his	True	-3	28	464	464	464	464	152	152	152	152	-3	his	False	P	False	3	1	1	0	0
1051	90	3	4	0	his	True	-3	30	100	100	428	916	224	412	412	412	-3	his	False	P	False	3	1	1	0	0
1053	90	3	62	0	his	True	-3	32	176	176	176	176	284	284	284	284	-3	his	False	P	False	3	1	1	0	0
1054	90	3	157	0	his	True	-3	33	116	116	116	116	204	204	204	204	-3	his	False	P	False	3	1	1	0	0
1055	90	3	143	0	his	True	-3	34	404	404	404	404	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
1058	90	3	125	0	his	True	-3	37	120	120	120	120	144	480	480	480	-3	his	False	P	False	3	1	1	0	0
1063	90	3	94	0	his	True	-3	42	244	244	244	244	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
1065	90	8	13	0	his	True	-4	1	284	284	284	284	596	752	752	1020	-4	his	False	P	False	3	2	1	0	0
1066	90	8	170	0	his	True	-4	2	104	304	304	420	0	0	0	0	-4	his	False	P	False	3	2	1	0	1
1067	90	8	72	0	his	True	-4	3	364	364	364	364	144	144	144	144	-4	his	False	P	False	3	2	1	0	0
1069	90	8	169	0	his	True	-4	5	572	572	572	936	0	0	0	0	-4	his	False	P	False	3	2	1	0	1
1072	90	8	36	0	his	True	-4	8	412	412	412	696	0	0	0	0	-4	his	False	P	False	3	2	1	0	1
1073	90	8	71	0	his	True	-4	10	172	172	172	172	116	116	116	1664	-4	his	False	P	False	3	2	1	0	0
1074	90	8	21	0	his	True	-4	11	256	256	256	424	404	404	404	404	-4	his	False	P	False	3	2	1	0	0
1075	90	8	203	0	his	True	-4	12	232	232	232	736	0	0	0	0	-4	his	False	P	False	3	2	1	0	1
1076	90	8	140	0	his	True	-4	13	156	156	156	156	372	372	372	912	-4	his	False	P	False	3	2	1	0	0
1077	90	8	132	0	his	True	-4	14	356	356	356	356	136	136	136	136	-4	his	False	P	False	3	2	1	0	0
1078	90	8	131	0	his	True	-4	15	424	424	424	872	200	200	536	860	-4	his	False	P	False	3	2	1	0	0
1082	90	8	187	0	his	True	-4	19	220	220	220	564	0	0	0	0	-4	his	False	P	False	3	2	1	0	1
1086	90	8	197	0	his	True	-4	23	88	272	272	272	604	604	604	604	-4	his	False	P	False	3	2	1	0	0
1089	90	8	123	0	his	True	-4	27	292	292	292	292	148	148	148	856	-4	his	False	P	False	3	2	1	0	0
1090	90	8	96	0	his	True	-4	28	364	364	364	364	512	512	512	512	-4	his	False	P	False	3	2	1	0	0
1093	90	8	154	0	his	True	-4	31	160	160	160	160	280	280	280	280	-4	his	False	P	False	3	2	1	0	0
1094	90	8	62	0	his	True	-4	32	196	196	196	196	236	236	236	488	-4	his	False	P	False	3	2	1	0	0
1099	90	8	125	0	his	True	-4	37	304	304	304	304	144	144	144	384	-4	his	False	P	False	3	2	1	0	0
1101	90	8	116	0	his	True	-4	39	284	520	520	520	0	0	0	0	-4	his	False	P	False	3	2	1	0	1
1105	90	8	203	0	his	True	-4	43	208	208	208	208	100	100	100	1128	-4	his	False	P	False	3	2	1	0	0
1106	93	5	193	0	his	True	-4	1	132	132	132	132	204	204	204	204	-4	his	False	P	False	3	1	1	0	0
1107	93	5	34	0	his	True	-4	2	224	224	224	288	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
1108	93	5	28	0	his	True	-4	3	212	212	212	212	308	308	308	308	-4	his	False	P	False	3	1	1	0	0
1110	93	5	163	0	his	True	-4	5	232	232	232	232	272	272	272	272	-4	his	False	P	False	3	1	1	0	0
1114	93	5	1	0	his	True	-4	9	192	192	192	192	108	108	108	108	-4	his	False	P	False	3	1	1	0	0
1116	93	5	25	0	his	True	-4	11	192	192	192	192	148	148	148	148	-4	his	False	P	False	3	1	1	0	0
1118	93	5	205	0	his	True	-4	13	152	152	152	152	120	120	120	120	-4	his	False	P	False	3	1	1	0	0
1121	93	5	2	0	his	True	-4	16	224	224	224	224	136	136	136	136	-4	his	False	P	False	3	1	1	0	0
1124	93	5	110	0	his	True	-4	19	36	36	36	36	228	300	300	300	-4	his	False	P	False	3	1	1	0	0
1128	93	5	32	0	his	True	-4	23	176	176	176	176	152	512	512	512	-4	his	False	P	False	3	1	1	0	0
1136	93	5	29	0	his	True	-4	32	244	244	244	244	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
1137	93	5	201	0	his	True	-4	33	152	152	152	152	224	224	224	224	-4	his	False	P	False	3	1	1	0	0
1139	93	5	109	0	his	True	-4	35	192	192	192	192	200	200	200	200	-4	his	False	P	False	3	1	1	0	0
1141	93	5	97	0	his	True	-4	37	188	188	188	188	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
1145	93	5	165	0	his	True	-4	41	140	140	140	140	244	244	244	244	-4	his	False	P	False	3	1	1	0	0
1148	101	8	82	0	his	False	-5	1	140	140	264	892	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1154	101	8	77	0	his	False	-5	7	132	132	352	2220	188	188	188	504	-5	his	False	P	False	3	0	1	0	0
1155	101	8	49	0	his	False	-5	8	236	236	552	836	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1156	101	8	178	0	his	False	-5	10	272	272	584	1480	160	160	160	1072	-5	his	False	P	False	3	0	1	0	0
1157	101	8	156	0	his	False	-5	11	276	276	276	276	164	164	164	164	-5	his	False	P	False	3	0	1	0	0
1158	101	8	155	0	his	False	-5	12	264	832	832	832	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1159	101	8	91	0	his	False	-5	13	212	212	212	212	284	284	284	284	-5	his	False	P	False	3	0	1	0	0
1160	101	8	4	0	his	False	-5	14	140	140	140	140	428	428	428	428	-5	his	False	P	False	3	0	1	0	0
1162	101	8	148	0	his	False	-5	16	232	500	500	500	308	308	308	308	-5	his	False	P	False	3	0	1	0	0
1164	101	8	35	0	his	False	-5	18	248	248	248	384	412	412	412	412	-5	his	False	P	False	3	0	1	0	0
1165	101	8	73	0	his	False	-5	19	280	280	280	1128	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1169	101	8	26	0	his	False	-5	23	168	168	168	168	236	388	388	1056	-5	his	False	P	False	3	0	1	0	0
1170	101	8	66	0	his	False	-5	24	152	152	152	152	200	200	200	652	-5	his	False	P	False	3	0	1	0	0
1171	101	8	169	0	his	False	-5	25	220	220	220	220	136	136	136	316	-5	his	False	P	False	3	0	1	0	0
1172	101	8	172	0	his	False	-5	27	272	724	724	1136	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1173	101	8	182	0	his	False	-5	28	304	304	304	304	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1175	101	8	42	0	his	False	-5	30	196	296	296	296	148	148	148	1388	-5	his	False	P	False	3	0	1	0	0
1177	101	8	127	0	his	False	-5	32	324	324	324	496	284	596	596	596	-5	his	False	P	False	3	0	1	0	0
1178	101	8	54	0	his	False	-5	33	260	260	260	260	396	692	692	692	-5	his	False	P	False	3	0	1	0	0
1182	101	8	71	0	his	False	-5	37	240	240	240	240	220	600	600	600	-5	his	False	P	False	3	0	1	0	0
1183	101	8	4	0	his	False	-5	38	140	140	140	140	324	488	488	808	-5	his	False	P	False	3	0	1	0	0
1184	101	8	53	0	his	False	-5	39	136	136	136	136	132	132	132	1108	-5	his	False	P	False	3	0	1	0	0
1186	101	8	188	0	his	False	-5	41	228	228	228	228	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1188	101	8	134	0	his	False	-5	43	220	220	220	296	288	288	288	920	-5	his	False	P	False	3	0	1	0	0
1191	102	5	167	0	his	False	-5	3	160	320	320	320	148	148	148	148	-5	his	False	P	False	3	0	1	0	0
1193	102	5	57	0	his	False	-5	5	368	368	368	368	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1195	102	5	116	0	his	False	-5	7	96	96	96	96	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1196	102	5	34	0	his	False	-5	8	464	464	464	464	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1199	102	5	113	0	his	False	-5	12	128	128	128	128	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1201	102	5	125	0	his	False	-5	14	196	196	196	196	184	184	184	184	-5	his	False	P	False	3	0	1	0	0
1203	102	5	7	0	his	False	-5	16	164	164	164	164	140	140	140	140	-5	his	False	P	False	3	0	1	0	0
1206	102	5	157	0	his	False	-5	19	188	188	188	188	112	112	112	112	-5	his	False	P	False	3	0	1	0	0
1207	102	5	159	0	his	False	-5	20	256	256	256	256	200	200	384	788	-5	his	False	P	False	3	0	1	0	0
1210	102	5	202	0	his	False	-5	23	176	176	176	176	360	360	360	360	-5	his	False	P	False	3	0	1	0	0
1211	102	5	83	0	his	False	-5	24	168	168	168	168	140	140	140	140	-5	his	False	P	False	3	0	1	0	0
1212	102	5	138	0	his	False	-5	25	120	120	120	120	176	176	176	176	-5	his	False	P	False	3	0	1	0	0
1213	102	5	38	0	his	False	-5	27	240	240	240	240	160	292	292	292	-5	his	False	P	False	3	0	1	0	0
1214	102	5	92	0	his	False	-5	28	372	564	852	1072	292	292	292	292	-5	his	False	P	False	3	0	1	0	0
1215	102	5	90	0	his	False	-5	29	184	184	184	184	160	160	160	160	-5	his	False	P	False	3	0	1	0	0
1216	102	5	12	0	his	False	-5	30	440	440	664	1400	180	180	180	180	-5	his	False	P	False	3	0	1	0	0
1217	102	5	164	0	his	False	-5	31	144	144	144	256	196	196	196	196	-5	his	False	P	False	3	0	1	0	0
1219	102	5	189	0	his	False	-5	33	192	192	192	192	168	168	168	168	-5	his	False	P	False	3	0	1	0	0
1220	102	5	63	0	his	False	-5	34	164	164	164	164	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1223	102	5	189	0	his	False	-5	37	284	284	284	284	196	284	284	284	-5	his	False	P	False	3	0	1	0	0
1224	102	5	144	0	his	False	-5	38	296	296	296	404	164	164	164	164	-5	his	False	P	False	3	0	1	0	0
1226	102	5	150	0	his	False	-5	40	148	148	148	148	128	128	128	388	-5	his	False	P	False	3	0	1	0	0
1228	102	5	128	0	his	False	-5	42	144	144	144	144	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
1231	102	8	18	0	his	False	-2	2	148	148	148	648	0	0	0	0	-2	his	False	P	False	3	1	1	0	1
1233	102	8	19	0	his	False	-2	4	152	152	152	152	144	472	472	756	-2	his	False	P	False	3	1	1	0	0
1235	102	8	179	0	his	False	-2	6	152	152	152	152	140	140	140	280	-2	his	False	P	False	3	1	1	0	0
1236	102	8	116	0	his	False	-2	7	36	36	36	36	180	180	384	2592	-2	his	False	P	False	3	1	1	0	0
1238	102	8	12	0	his	False	-2	10	248	248	248	248	252	252	252	1164	-2	his	False	P	False	3	1	1	0	0
1241	102	8	102	0	his	False	-2	13	264	264	264	264	272	508	508	708	-2	his	False	P	False	3	1	1	0	0
1243	102	8	194	0	his	False	-2	15	220	220	220	220	172	172	172	172	-2	his	False	P	False	3	1	1	0	0
1248	102	8	159	0	his	False	-2	20	164	164	164	164	192	192	192	700	-2	his	False	P	False	3	1	1	0	0
1249	102	8	109	0	his	False	-2	21	136	136	136	136	184	184	184	184	-2	his	False	P	False	3	1	1	0	0
1251	102	8	202	0	his	False	-2	23	144	144	144	144	368	368	524	1484	-2	his	False	P	False	3	1	1	0	0
1256	102	8	90	0	his	False	-2	29	276	276	276	276	152	152	152	288	-2	his	False	P	False	3	1	1	0	0
1258	102	8	164	0	his	False	-2	31	92	92	228	1044	168	168	168	168	-2	his	False	P	False	3	1	1	0	0
1260	102	8	189	0	his	False	-2	33	180	180	180	368	144	308	308	904	-2	his	False	P	False	3	1	1	0	0
1261	102	8	63	0	his	False	-2	34	220	220	220	408	0	0	0	0	-2	his	False	P	False	3	1	1	0	1
1262	102	8	191	0	his	False	-2	35	124	124	124	124	0	0	0	0	-2	his	False	P	False	3	1	1	0	1
1263	102	8	47	0	his	False	-2	36	264	408	408	408	132	132	132	392	-2	his	False	P	False	3	1	1	0	0
1264	102	8	189	0	his	False	-2	37	128	128	128	128	116	116	116	412	-2	his	False	P	False	3	1	1	0	0
1266	102	8	16	0	his	False	-2	39	240	240	240	240	104	104	104	104	-2	his	False	P	False	3	1	1	0	0
1268	102	8	77	0	his	False	-2	41	188	324	324	324	156	328	328	508	-2	his	False	P	False	3	1	1	0	0
1272	102	8	18	0	Paul	False	-2	2	148	148	148	648	0	0	0	0	-2	paul	False	O	False	4	1	1	0	1
1274	102	8	19	0	Paul	False	-2	4	152	152	152	152	144	472	472	756	-2	paul	False	O	False	4	1	1	0	0
1276	102	8	179	0	Paul	False	-2	6	152	152	152	152	140	140	140	280	-2	paul	False	O	False	4	1	1	0	0
1277	102	8	116	0	Paul	False	-2	7	36	36	36	36	180	180	384	2592	-2	paul	False	O	False	4	1	1	0	0
1279	102	8	12	0	Paul	False	-2	10	248	248	248	248	252	252	252	1164	-2	paul	False	O	False	4	1	1	0	0
1282	102	8	102	0	Paul	False	-2	13	264	264	264	264	272	508	508	708	-2	paul	False	O	False	4	1	1	0	0
1284	102	8	194	0	Paul	False	-2	15	220	220	220	220	172	172	172	172	-2	paul	False	O	False	4	1	1	0	0
1289	102	8	159	0	Paul	False	-2	20	164	164	164	164	192	192	192	700	-2	paul	False	O	False	4	1	1	0	0
1290	102	8	109	0	Paul	False	-2	21	136	136	136	136	184	184	184	184	-2	paul	False	O	False	4	1	1	0	0
1292	102	8	202	0	Paul	False	-2	23	144	144	144	144	368	368	524	1484	-2	paul	False	O	False	4	1	1	0	0
1297	102	8	90	0	Paul	False	-2	29	276	276	276	276	152	152	152	288	-2	paul	False	O	False	4	1	1	0	0
1299	102	8	164	0	Paul	False	-2	31	92	92	228	1044	168	168	168	168	-2	paul	False	O	False	4	1	1	0	0
1301	102	8	189	0	Paul	False	-2	33	180	180	180	368	144	308	308	904	-2	paul	False	O	False	4	1	1	0	0
1302	102	8	63	0	Paul	False	-2	34	220	220	220	408	0	0	0	0	-2	paul	False	O	False	4	1	1	0	1
1303	102	8	191	0	Paul	False	-2	35	124	124	124	124	0	0	0	0	-2	paul	False	O	False	4	1	1	0	1
1304	102	8	47	0	Paul	False	-2	36	264	408	408	408	132	132	132	392	-2	paul	False	O	False	4	1	1	0	0
1305	102	8	189	0	Paul	False	-2	37	128	128	128	128	116	116	116	412	-2	paul	False	O	False	4	1	1	0	0
1307	102	8	16	0	Paul	False	-2	39	240	240	240	240	104	104	104	104	-2	paul	False	O	False	4	1	1	0	0
1309	102	8	77	0	Paul	False	-2	41	188	324	324	324	156	328	328	508	-2	paul	False	O	False	4	1	1	0	0
1312	104	3	95	0	his	False	-3	1	224	224	224	224	192	192	192	192	-3	his	False	P	False	3	0	1	0	0
1314	104	3	184	0	his	False	-3	3	200	200	200	200	232	232	232	232	-3	his	False	P	False	3	0	1	0	0
1318	104	3	147	0	his	False	-3	7	184	288	288	288	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
1319	104	3	98	0	his	False	-3	8	208	208	208	208	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
1320	104	3	201	0	his	False	-3	10	184	184	184	184	152	152	152	152	-3	his	False	P	False	3	0	1	0	0
1321	104	3	124	0	his	False	-3	11	180	180	180	180	128	128	128	128	-3	his	False	P	False	3	0	1	0	0
1322	104	3	5	0	his	False	-3	12	160	160	160	160	124	124	124	124	-3	his	False	P	False	3	0	1	0	0
1323	104	3	101	0	his	False	-3	13	232	232	232	232	164	164	164	164	-3	his	False	P	False	3	0	1	0	0
1324	104	3	142	0	his	False	-3	14	212	212	212	212	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
1325	104	3	149	0	his	False	-3	15	132	132	132	132	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
1326	104	3	49	0	his	False	-3	16	220	220	220	220	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
1329	104	3	113	0	his	False	-3	19	156	156	156	156	112	112	112	112	-3	his	False	P	False	3	0	1	0	0
1333	104	3	93	0	his	False	-3	23	204	204	204	204	156	156	156	464	-3	his	False	P	False	3	0	1	0	0
1334	104	3	78	0	his	False	-3	24	152	152	152	152	168	168	168	168	-3	his	False	P	False	3	0	1	0	0
1335	104	3	35	0	his	False	-3	25	240	240	240	240	80	80	224	600	-3	his	False	P	False	3	0	1	0	0
1339	104	3	27	0	his	False	-3	30	288	288	288	288	212	212	212	212	-3	his	False	P	False	3	0	1	0	0
1341	104	3	192	0	his	False	-3	32	188	188	188	188	204	204	204	204	-3	his	False	P	False	3	0	1	0	0
1344	104	3	27	0	his	False	-3	35	164	164	164	164	168	168	168	168	-3	his	False	P	False	3	0	1	0	0
1346	104	3	9	0	his	False	-3	37	272	272	272	272	192	192	192	192	-3	his	False	P	False	3	0	1	0	0
1348	104	3	22	0	his	False	-3	39	292	292	292	1456	432	432	644	940	-3	his	False	P	False	3	0	1	0	0
