	sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	word_length	target_skipped	spill_skipped
0	1	1	1	1	2	lost	[1]	['lost']	1	127	152	152	152	152	144	144	144	208	4	0	0
1	1	1	1	1	2	lost	[1]	['lost']	2	74	120	120	120	120	160	160	160	160	4	0	0
2	1	1	1	1	2	lost	[1]	['lost']	3	132	344	344	344	344	288	288	288	288	4	0	0
3	1	1	1	1	2	lost	[1]	['lost']	4	2	280	280	280	280	148	148	148	148	4	0	0
4	1	1	1	1	2	lost	[1]	['lost']	5	200	248	500	500	500	220	220	220	560	4	0	0
5	1	1	1	1	2	lost	[1]	['lost']	6	204	0	0	0	0	236	236	236	236	4	1	0
6	1	1	1	1	2	lost	[1]	['lost']	7	133	144	144	144	144	124	124	124	124	4	0	0
7	1	1	1	1	2	lost	[1]	['lost']	8	81	244	244	420	556	148	148	148	148	4	0	0
8	1	1	1	1	2	lost	[1]	['lost']	9	7	0	0	0	0	0	0	0	0	4	1	1
9	1	1	1	1	2	lost	[1]	['lost']	10	116	148	148	148	148	192	320	320	320	4	0	0
10	1	1	1	1	2	lost	[1]	['lost']	11	130	144	144	144	144	144	144	144	144	4	0	0
11	1	1	1	1	2	lost	[1]	['lost']	12	54	280	280	280	280	288	288	288	288	4	0	0
12	1	1	1	1	2	lost	[1]	['lost']	13	5	148	148	148	148	124	124	124	124	4	0	0
13	1	1	1	1	2	lost	[1]	['lost']	14	185	204	204	204	204	164	164	164	164	4	0	0
14	1	1	1	1	2	lost	[1]	['lost']	15	67	252	252	252	252	132	316	316	568	4	0	0
15	1	1	1	1	2	lost	[1]	['lost']	16	191	200	200	200	200	180	180	180	180	4	0	0
16	1	1	1	1	2	lost	[1]	['lost']	17	59	384	384	384	384	0	0	0	0	4	0	1
17	1	1	1	1	2	lost	[1]	['lost']	18	80	216	216	216	216	164	164	164	164	4	0	0
18	1	1	1	1	2	lost	[1]	['lost']	19	62	152	152	152	152	240	240	240	240	4	0	0
19	1	1	1	1	2	lost	[1]	['lost']	20	102	0	0	0	0	0	0	0	0	4	1	1
20	1	1	1	1	2	lost	[1]	['lost']	21	147	0	0	0	0	0	0	0	0	4	1	1
21	1	1	1	1	2	lost	[1]	['lost']	22	102	184	184	184	184	248	248	248	248	4	0	0
22	1	1	1	1	2	lost	[1]	['lost']	23	108	144	144	332	704	280	416	416	416	4	0	0
23	1	1	1	1	2	lost	[1]	['lost']	24	197	148	148	148	148	244	244	244	244	4	0	0
24	1	1	1	1	2	lost	[1]	['lost']	25	15	0	0	0	0	0	0	0	0	4	1	1
25	1	1	1	1	2	lost	[1]	['lost']	27	135	36	544	544	544	208	208	208	208	4	0	0
26	1	1	1	1	2	lost	[1]	['lost']	28	163	84	84	332	580	160	160	160	160	4	0	0
27	1	1	1	1	2	lost	[1]	['lost']	29	139	168	476	476	476	184	184	184	184	4	0	0
28	1	1	1	1	2	lost	[1]	['lost']	30	123	272	664	664	664	276	680	680	680	4	0	0
29	1	1	1	1	2	lost	[1]	['lost']	31	192	140	140	140	140	164	164	164	164	4	0	0
30	1	1	1	1	2	lost	[1]	['lost']	32	131	260	260	260	260	216	216	216	216	4	0	0
31	1	1	1	1	2	lost	[1]	['lost']	33	18	156	316	316	316	100	280	416	564	4	0	0
32	1	1	1	1	2	lost	[1]	['lost']	34	94	208	208	208	208	176	176	176	176	4	0	0
33	1	1	1	1	2	lost	[1]	['lost']	35	129	212	212	212	212	220	220	220	220	4	0	0
34	1	1	1	1	2	lost	[1]	['lost']	36	74	0	0	0	0	228	228	228	228	4	1	0
35	1	1	1	1	2	lost	[1]	['lost']	37	150	120	396	396	396	92	92	92	92	4	0	0
36	1	1	1	1	2	lost	[1]	['lost']	38	112	248	304	304	304	260	260	260	260	4	0	0
37	1	1	1	1	2	lost	[1]	['lost']	39	117	204	204	204	356	0	0	0	0	4	0	1
38	1	1	1	1	2	lost	[1]	['lost']	40	179	0	0	0	0	0	0	0	0	4	1	1
39	1	1	1	1	2	lost	[1]	['lost']	41	43	0	0	0	0	112	112	112	112	4	1	0
40	1	1	1	1	2	lost	[1]	['lost']	42	188	244	244	340	476	176	176	176	176	4	0	0
41	1	1	1	1	2	lost	[1]	['lost']	43	120	152	152	152	152	168	168	168	168	4	0	0
84	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	1	150	160	160	160	160	280	280	280	280	5	0	0
85	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	2	147	104	104	104	104	0	0	0	0	5	0	1
86	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	3	91	164	260	260	260	268	268	268	268	5	0	0
87	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	4	32	232	232	232	448	152	152	152	152	5	0	0
88	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	5	126	0	0	0	0	276	276	276	276	5	1	0
89	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	6	170	0	0	0	0	128	128	128	128	5	1	0
90	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	7	91	144	144	144	144	0	0	0	0	5	0	1
91	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	8	128	276	436	436	436	0	0	0	0	5	0	1
92	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	10	5	312	312	412	564	0	0	0	0	5	0	1
93	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	11	176	196	196	196	196	0	0	0	0	5	0	1
94	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	12	17	140	140	932	1252	0	0	0	0	5	0	1
95	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	13	115	240	240	240	240	0	0	0	0	5	0	1
96	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	14	205	280	280	280	280	216	216	216	216	5	0	0
97	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	15	125	212	212	212	212	0	0	0	0	5	0	1
98	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	16	81	248	248	456	620	268	268	268	268	5	0	0
99	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	17	77	260	260	596	1052	0	0	0	0	5	0	1
100	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	18	90	216	216	216	216	0	0	0	0	5	0	1
101	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	19	160	192	192	192	192	200	200	200	200	5	0	0
102	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	20	203	0	0	0	0	148	148	148	148	5	1	0
103	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	21	149	0	0	0	0	228	228	228	704	5	1	0
104	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	22	89	276	276	276	276	0	0	0	0	5	0	1
105	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	23	184	160	272	272	632	0	0	0	0	5	0	1
106	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	24	29	136	136	136	136	0	0	0	0	5	0	1
107	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	25	167	248	416	416	416	0	0	0	0	5	0	1
108	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	27	137	248	248	392	544	0	0	0	0	5	0	1
109	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	28	75	128	128	364	568	184	184	184	184	5	0	0
110	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	29	86	80	256	448	556	0	0	0	0	5	0	1
111	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	30	120	216	216	216	216	0	0	0	0	5	0	1
112	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	31	137	196	196	196	196	0	0	0	0	5	0	1
113	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	32	55	208	340	340	340	272	272	272	272	5	0	0
114	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	33	200	176	360	360	360	184	184	184	184	5	0	0
115	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	34	9	276	468	468	468	0	0	0	0	5	0	1
116	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	35	169	204	204	204	204	0	0	0	0	5	0	1
117	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	36	41	240	240	240	240	0	0	0	0	5	0	1
118	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	37	119	0	0	0	0	0	0	0	0	5	1	1
119	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	38	80	236	236	236	236	0	0	0	0	5	0	1
120	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	39	15	0	0	0	0	0	0	0	0	5	1	1
121	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	40	52	216	216	216	216	0	0	0	0	5	0	1
122	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	41	171	0	0	0	0	0	0	0	0	5	1	1
123	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	42	197	152	152	152	152	0	0	0	0	5	0	1
124	2	1	1	1	2	wrote	[1, 2]	['wrote', 'on']	43	56	148	148	148	148	0	0	0	0	5	0	1
125	3	1	1	1	2	called	[1, 2]	['called', 'over']	1	18	144	144	144	144	272	520	520	520	6	0	0
126	3	1	1	1	2	called	[1, 2]	['called', 'over']	2	166	96	96	96	96	0	0	0	0	6	0	1
127	3	1	1	1	2	called	[1, 2]	['called', 'over']	3	142	128	128	128	128	156	468	468	468	6	0	0
128	3	1	1	1	2	called	[1, 2]	['called', 'over']	4	36	164	164	164	164	160	160	160	160	6	0	0
129	3	1	1	1	2	called	[1, 2]	['called', 'over']	5	148	0	0	0	0	236	236	236	536	6	1	0
130	3	1	1	1	2	called	[1, 2]	['called', 'over']	6	137	0	0	0	0	172	172	172	172	6	1	0
131	3	1	1	1	2	called	[1, 2]	['called', 'over']	7	48	204	204	204	204	0	0	0	0	6	0	1
132	3	1	1	1	2	called	[1, 2]	['called', 'over']	8	7	292	292	292	292	192	192	192	192	6	0	0
133	3	1	1	1	2	called	[1, 2]	['called', 'over']	10	127	224	332	332	332	188	188	188	188	6	0	0
134	3	1	1	1	2	called	[1, 2]	['called', 'over']	11	135	128	128	128	128	220	220	220	220	6	0	0
135	3	1	1	1	2	called	[1, 2]	['called', 'over']	12	164	500	500	500	500	260	260	260	260	6	0	0
136	3	1	1	1	2	called	[1, 2]	['called', 'over']	13	46	0	0	0	0	448	448	448	636	6	1	0
137	3	1	1	1	2	called	[1, 2]	['called', 'over']	14	48	256	400	400	400	236	236	236	236	6	0	0
138	3	1	1	1	2	called	[1, 2]	['called', 'over']	15	13	260	260	260	260	0	0	0	0	6	0	1
139	3	1	1	1	2	called	[1, 2]	['called', 'over']	16	22	36	36	176	396	148	148	148	148	6	0	0
140	3	1	1	1	2	called	[1, 2]	['called', 'over']	17	23	416	416	416	416	0	0	0	0	6	0	1
141	3	1	1	1	2	called	[1, 2]	['called', 'over']	18	181	272	272	272	272	236	236	236	236	6	0	0
142	3	1	1	1	2	called	[1, 2]	['called', 'over']	19	89	0	0	0	0	228	228	464	676	6	1	0
143	3	1	1	1	2	called	[1, 2]	['called', 'over']	20	57	340	340	340	340	0	0	0	0	6	0	1
144	3	1	1	1	2	called	[1, 2]	['called', 'over']	21	123	0	0	0	0	0	0	0	0	6	1	1
145	3	1	1	1	2	called	[1, 2]	['called', 'over']	22	146	152	152	152	152	260	260	260	260	6	0	0
146	3	1	1	1	2	called	[1, 2]	['called', 'over']	23	50	192	192	192	192	240	240	240	240	6	0	0
147	3	1	1	1	2	called	[1, 2]	['called', 'over']	24	3	0	0	0	0	0	0	0	0	6	1	1
148	3	1	1	1	2	called	[1, 2]	['called', 'over']	25	140	152	520	520	520	248	248	248	248	6	0	0
149	3	1	1	1	2	called	[1, 2]	['called', 'over']	27	45	0	0	0	0	212	212	424	720	6	1	0
150	3	1	1	1	2	called	[1, 2]	['called', 'over']	28	88	260	260	500	612	264	264	264	264	6	0	0
151	3	1	1	1	2	called	[1, 2]	['called', 'over']	29	176	252	252	252	252	168	168	336	568	6	0	0
152	3	1	1	1	2	called	[1, 2]	['called', 'over']	30	151	0	0	0	0	228	228	624	944	6	1	0
153	3	1	1	1	2	called	[1, 2]	['called', 'over']	31	57	168	168	168	168	0	0	0	0	6	0	1
154	3	1	1	1	2	called	[1, 2]	['called', 'over']	32	156	136	368	368	368	292	292	292	292	6	0	0
155	3	1	1	1	2	called	[1, 2]	['called', 'over']	33	43	72	72	428	1072	176	176	176	176	6	0	0
156	3	1	1	1	2	called	[1, 2]	['called', 'over']	34	3	140	244	244	244	0	0	0	0	6	0	1
157	3	1	1	1	2	called	[1, 2]	['called', 'over']	35	29	252	404	404	404	172	172	172	172	6	0	0
158	3	1	1	1	2	called	[1, 2]	['called', 'over']	36	150	0	0	0	0	164	164	164	164	6	1	0
159	3	1	1	1	2	called	[1, 2]	['called', 'over']	37	194	336	592	592	592	172	172	172	172	6	0	0
160	3	1	1	1	2	called	[1, 2]	['called', 'over']	38	114	236	384	384	384	0	0	0	0	6	0	1
161	3	1	1	1	2	called	[1, 2]	['called', 'over']	39	38	0	0	0	0	220	220	220	220	6	1	0
162	3	1	1	1	2	called	[1, 2]	['called', 'over']	40	20	236	412	412	496	220	220	220	220	6	0	0
163	3	1	1	1	2	called	[1, 2]	['called', 'over']	41	185	0	0	0	0	0	0	0	0	6	1	1
164	3	1	1	1	2	called	[1, 2]	['called', 'over']	42	108	164	164	164	164	144	144	144	144	6	0	0
165	3	1	1	1	2	called	[1, 2]	['called', 'over']	43	116	296	352	352	352	248	248	248	248	6	0	0
166	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	1	23	164	164	164	164	248	376	376	376	6	0	0
167	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	2	127	192	192	192	192	180	180	180	180	6	0	0
168	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	3	50	144	144	144	144	332	332	332	332	6	0	0
169	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	4	85	344	344	344	344	180	180	180	180	6	0	0
170	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	5	160	480	480	480	480	172	172	636	828	6	0	0
171	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	6	60	248	248	248	248	376	376	376	496	6	0	0
172	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	7	169	108	108	108	108	204	204	204	204	6	0	0
173	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	8	46	172	172	172	172	312	440	440	616	6	0	0
174	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	10	205	0	0	0	0	200	200	720	1016	6	1	0
175	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	11	111	116	116	116	116	132	132	132	132	6	0	0
176	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	12	121	216	216	692	1288	0	0	0	0	6	0	1
177	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	13	156	208	208	208	208	256	256	256	256	6	0	0
178	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	14	178	244	468	468	468	220	220	220	220	6	0	0
179	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	15	109	252	252	252	252	256	328	696	892	6	0	0
180	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	16	104	312	312	424	512	180	180	180	180	6	0	0
181	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	18	192	260	308	308	308	228	228	228	228	6	0	0
182	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	19	93	276	276	276	276	160	312	440	680	6	0	0
183	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	20	178	228	360	360	360	412	624	624	624	6	0	0
184	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	21	100	0	0	0	0	40	208	324	472	6	1	0
185	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	22	86	364	364	520	660	232	232	232	232	6	0	0
186	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	23	91	204	420	420	420	256	380	380	380	6	0	0
187	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	24	63	160	160	160	160	184	184	184	184	6	0	0
188	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	25	112	176	316	316	316	280	280	280	280	6	0	0
189	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	27	28	108	456	456	456	252	280	280	824	6	0	0
190	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	28	43	220	220	220	220	72	72	284	472	6	0	0
191	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	29	140	328	328	328	328	240	508	508	508	6	0	0
192	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	30	143	280	780	780	780	260	260	260	260	6	0	0
193	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	31	193	200	200	200	200	164	164	164	164	6	0	0
194	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	32	8	252	252	252	460	152	300	300	300	6	0	0
195	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	33	146	176	176	176	176	244	484	872	1236	6	0	0
196	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	34	86	208	428	428	428	240	240	240	240	6	0	0
197	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	35	16	284	284	284	284	188	324	324	324	6	0	0
198	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	36	39	228	228	228	228	228	512	512	512	6	0	0
199	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	37	74	92	220	220	220	284	412	412	412	6	0	0
200	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	38	17	296	628	628	628	308	308	308	308	6	0	0
201	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	39	58	168	168	168	168	156	156	156	156	6	0	0
202	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	41	183	0	0	0	0	120	120	328	692	6	1	0
203	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	42	12	320	444	444	444	112	112	112	112	6	0	0
204	4	1	1	1	2	stayed	[1, 2]	['stayed', 'against']	43	132	224	224	224	416	176	308	308	308	6	0	0
205	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	1	39	124	404	404	404	0	0	0	0	3	0	1
206	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	2	128	156	156	156	156	0	0	0	0	3	0	1
207	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	3	100	160	320	320	320	188	188	188	188	3	0	0
208	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	4	150	188	188	188	188	236	236	236	236	3	0	0
209	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	5	164	0	0	0	0	0	0	0	0	3	1	1
210	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	6	51	248	248	248	248	0	0	0	0	3	0	1
211	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	7	42	0	0	0	0	152	152	152	152	3	1	0
212	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	8	35	184	184	184	184	356	356	356	356	3	0	0
213	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	10	140	192	192	192	192	196	196	196	196	3	0	0
214	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	11	174	164	164	164	164	156	156	156	156	3	0	0
215	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	12	46	0	0	0	0	0	0	0	0	3	1	1
216	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	13	57	252	252	252	252	320	320	320	320	3	0	0
217	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	14	71	160	160	160	160	0	0	0	0	3	0	1
218	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	15	126	0	0	0	0	0	0	0	0	3	1	1
219	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	16	75	188	188	188	188	0	0	0	0	3	0	1
220	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	17	27	224	224	224	224	0	0	0	0	3	0	1
221	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	18	93	200	200	200	200	0	0	0	0	3	0	1
222	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	19	105	176	176	176	176	0	0	0	0	3	0	1
223	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	20	198	0	0	0	0	140	140	140	140	3	1	0
224	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	21	20	0	0	0	0	0	0	0	0	3	1	1
225	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	22	200	252	252	420	692	0	0	0	0	3	0	1
226	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	23	196	180	180	180	548	0	0	0	0	3	0	1
227	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	24	196	0	0	0	0	236	236	236	432	3	1	0
228	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	25	146	100	272	272	272	0	0	0	0	3	0	1
229	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	27	90	0	0	0	0	0	0	0	0	3	1	1
230	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	28	28	0	0	0	0	0	0	0	0	3	1	1
231	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	29	55	0	0	0	0	0	0	0	0	3	1	1
232	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	30	186	244	244	244	244	288	288	288	288	3	0	0
233	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	31	22	0	0	0	0	152	152	152	152	3	1	0
234	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	32	194	172	172	172	172	0	0	0	0	3	0	1
235	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	33	177	216	432	432	432	0	0	0	0	3	0	1
236	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	34	73	204	204	204	204	0	0	0	0	3	0	1
237	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	35	18	0	0	0	0	268	268	268	268	3	1	0
238	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	36	27	0	0	0	0	292	292	292	564	3	1	0
239	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	37	195	168	168	168	168	0	0	0	0	3	0	1
240	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	38	146	140	428	428	428	0	0	0	0	3	0	1
241	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	39	115	0	0	0	0	0	0	0	0	3	1	1
242	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	40	97	0	0	0	0	0	0	0	0	3	1	1
243	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	41	180	224	224	444	636	0	0	0	0	3	0	1
244	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	42	162	164	164	164	164	0	0	0	0	3	0	1
245	5	1	1	1	2	ran	[1, 2]	['ran', 'to']	43	81	152	152	152	152	0	0	0	0	3	0	1
246	6	1	1	2	3	tell	[2]	['tell']	1	142	168	168	168	168	604	604	604	604	4	0	0
247	6	1	1	2	3	tell	[2]	['tell']	2	82	96	128	272	480	224	224	224	224	4	0	0
248	6	1	1	2	3	tell	[2]	['tell']	3	113	152	448	448	448	148	148	148	148	4	0	0
249	6	1	1	2	3	tell	[2]	['tell']	4	129	252	252	252	252	400	400	400	400	4	0	0
250	6	1	1	2	3	tell	[2]	['tell']	5	42	172	376	376	472	0	0	0	0	4	0	1
251	6	1	1	2	3	tell	[2]	['tell']	6	32	152	152	152	152	0	0	0	0	4	0	1
252	6	1	1	2	3	tell	[2]	['tell']	7	175	168	440	440	440	212	212	212	212	4	0	0
253	6	1	1	2	3	tell	[2]	['tell']	8	84	292	292	292	292	396	396	396	396	4	0	0
254	6	1	1	2	3	tell	[2]	['tell']	10	123	212	212	212	212	260	260	260	260	4	0	0
255	6	1	1	2	3	tell	[2]	['tell']	11	80	132	132	132	132	444	444	444	444	4	0	0
256	6	1	1	2	3	tell	[2]	['tell']	12	180	312	492	492	624	0	0	0	0	4	0	1
257	6	1	1	2	3	tell	[2]	['tell']	13	185	224	224	224	224	296	296	296	296	4	0	0
258	6	1	1	2	3	tell	[2]	['tell']	14	9	228	228	228	228	556	556	556	688	4	0	0
259	6	1	1	2	3	tell	[2]	['tell']	15	113	0	0	0	0	392	392	392	392	4	1	0
260	6	1	1	2	3	tell	[2]	['tell']	16	46	0	0	0	0	0	0	0	0	4	1	1
261	6	1	1	2	3	tell	[2]	['tell']	17	104	188	188	188	188	172	172	172	172	4	0	0
262	6	1	1	2	3	tell	[2]	['tell']	18	140	212	212	212	212	256	256	256	256	4	0	0
263	6	1	1	2	3	tell	[2]	['tell']	19	130	184	184	184	184	128	276	276	436	4	0	0
264	6	1	1	2	3	tell	[2]	['tell']	20	23	0	0	0	0	244	244	244	244	4	1	0
265	6	1	1	2	3	tell	[2]	['tell']	21	75	0	0	0	0	192	192	192	192	4	1	0
266	6	1	1	2	3	tell	[2]	['tell']	22	62	156	156	156	156	428	428	428	428	4	0	0
267	6	1	1	2	3	tell	[2]	['tell']	23	133	224	260	260	260	196	196	196	196	4	0	0
268	6	1	1	2	3	tell	[2]	['tell']	24	92	212	212	212	212	224	224	224	224	4	0	0
269	6	1	1	2	3	tell	[2]	['tell']	25	58	180	180	180	180	148	148	148	148	4	0	0
270	6	1	1	2	3	tell	[2]	['tell']	27	145	268	268	268	268	232	232	232	568	4	0	0
271	6	1	1	2	3	tell	[2]	['tell']	28	68	220	220	220	220	0	0	0	0	4	0	1
272	6	1	1	2	3	tell	[2]	['tell']	29	200	200	200	200	200	0	0	0	0	4	0	1
273	6	1	1	2	3	tell	[2]	['tell']	30	114	264	264	264	264	836	836	836	836	4	0	0
274	6	1	1	2	3	tell	[2]	['tell']	31	3	148	148	148	148	144	144	144	144	4	0	0
275	6	1	1	2	3	tell	[2]	['tell']	32	143	252	252	252	252	196	196	196	196	4	0	0
276	6	1	1	2	3	tell	[2]	['tell']	33	15	164	164	164	164	180	180	180	180	4	0	0
277	6	1	1	2	3	tell	[2]	['tell']	34	186	264	264	264	632	0	0	0	0	4	0	1
278	6	1	1	2	3	tell	[2]	['tell']	35	78	188	188	188	188	200	200	200	200	4	0	0
279	6	1	1	2	3	tell	[2]	['tell']	36	25	412	412	412	632	0	0	0	0	4	0	1
280	6	1	1	2	3	tell	[2]	['tell']	37	169	252	252	252	252	148	148	148	148	4	0	0
281	6	1	1	2	3	tell	[2]	['tell']	38	140	184	184	184	184	0	0	0	0	4	0	1
282	6	1	1	2	3	tell	[2]	['tell']	39	93	0	0	0	0	0	0	0	0	4	1	1
283	6	1	1	2	3	tell	[2]	['tell']	40	27	136	136	136	136	264	264	708	1560	4	0	0
284	6	1	1	2	3	tell	[2]	['tell']	41	164	164	164	164	164	0	0	0	0	4	0	1
285	6	1	1	2	3	tell	[2]	['tell']	42	86	0	0	0	0	188	188	188	188	4	1	0
286	6	1	1	2	3	tell	[2]	['tell']	43	8	244	244	244	244	528	528	528	528	4	0	0
287	7	1	1	2	2	gave	[1]	['gave']	1	133	176	412	412	412	152	152	152	152	4	0	0
288	7	1	1	2	2	gave	[1]	['gave']	2	47	156	264	460	724	0	0	0	0	4	0	1
289	7	1	1	2	2	gave	[1]	['gave']	3	43	164	164	164	164	208	468	468	468	4	0	0
290	7	1	1	2	2	gave	[1]	['gave']	4	100	148	424	584	812	172	172	172	172	4	0	0
291	7	1	1	2	2	gave	[1]	['gave']	5	14	0	0	0	0	0	0	0	0	4	1	1
292	7	1	1	2	2	gave	[1]	['gave']	6	115	140	140	140	140	164	164	164	164	4	0	0
293	7	1	1	2	2	gave	[1]	['gave']	7	188	160	160	160	160	96	96	96	96	4	0	0
