sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	closest_role	closest_distance	closest_word	closest_word_pos	furthest_role	furthest_word	furthest_word_pos	furthest_distance	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	31	158	164	164	164	164	0	0	0	0
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	32	122	288	288	288	288	220	220	220	220
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	33	99	84	624	624	624	0	0	0	0
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	34	132	0	0	0	0	164	164	164	164
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	35	93	124	300	300	300	0	0	0	0
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	36	98	24	244	244	384	0	0	0	0
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	37	127	132	156	340	540	68	68	68	68
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	38	137	132	344	344	344	0	0	0	0
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	39	177	156	156	156	156	0	0	0	0
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	40	16	228	228	228	228	172	172	172	172
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	41	31	420	420	420	420	184	184	184	184
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	42	10	0	0	0	0	0	0	0	0
44	1	1	0	Agent	-1	Simon	1	Agent		-1	-1	2	nodded	[1, 2]	['nodded', 'and']	43	26	92	272	272	272	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	1	178	124	124	124	124	380	380	380	524
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	2	191	112	112	292	448	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	3	185	148	148	148	148	308	308	308	308
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	4	201	0	0	0	0	232	232	232	232
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	5	194	140	140	140	368	220	220	220	496
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	6	163	0	0	0	0	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	7	44	160	160	160	160	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	8	114	208	208	208	208	268	268	268	268
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	10	82	0	0	0	0	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	11	200	128	128	128	128	248	248	248	248
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	12	52	220	220	220	220	236	236	236	236
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	13	184	144	144	144	144	264	264	264	264
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	14	140	216	216	216	216	168	168	168	168
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	15	83	132	132	132	132	352	352	352	352
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	16	136	208	348	348	348	212	212	212	212
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	17	7	316	316	468	776	176	176	176	176
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	18	84	196	196	196	196	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	19	101	168	168	168	168	212	212	212	212
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	20	19	144	144	144	144	140	140	140	140
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	21	43	188	188	188	188	124	124	124	124
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	22	49	132	132	132	132	180	180	180	180
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	23	80	264	264	264	264	184	184	184	184
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	24	60	240	240	240	240	216	216	216	216
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	25	18	0	0	0	0	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	27	132	252	252	252	252	280	280	280	280
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	28	107	200	404	404	404	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	29	142	216	216	216	216	152	152	152	152
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	30	184	236	344	344	344	496	496	796	1580
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	31	158	136	136	136	136	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	32	122	372	372	372	372	156	156	156	156
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	33	99	224	224	224	224	244	244	244	244
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	34	132	0	0	0	0	188	188	188	188
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	35	93	204	380	380	380	172	172	172	172
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	36	98	192	192	192	192	160	160	160	160
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	37	127	192	192	192	192	80	212	212	212
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	38	137	220	220	220	220	156	156	156	156
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	39	177	144	144	144	144	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	40	16	152	152	152	152	92	92	92	92
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	41	31	260	260	260	260	284	284	284	284
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	42	10	0	0	0	0	0	0	0	0
44	3	1	1	Theme	-3	Simon	1	Theme		-1	-3	4	walked	[3, 4]	['walked', 'into']	43	26	172	284	284	284	284	284	284	284
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	1	96	436	436	436	436	128	128	128	128
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	2	168	140	140	140	140	164	164	164	164
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	3	196	120	288	288	288	172	172	172	172
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	4	152	160	160	160	160	192	192	192	192
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	5	75	236	236	236	236	76	76	76	424
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	6	37	0	0	0	0	188	188	188	332
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	7	119	0	0	0	0	232	232	232	232
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	8	127	200	200	200	200	184	184	184	184
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	10	35	268	268	412	512	128	128	128	128
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	11	119	200	200	200	200	48	48	48	48
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	12	99	292	292	292	292	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	13	28	244	244	244	244	236	236	236	236
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	14	6	0	0	0	0	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	15	173	248	248	248	248	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	16	187	188	188	188	188	172	316	316	316
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	17	47	252	252	432	616	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	18	71	0	0	0	0	216	216	216	216
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	19	165	184	184	184	184	184	184	184	184
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	20	9	156	156	156	156	156	156	156	156
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	21	161	0	0	0	0	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	22	34	0	0	0	0	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	23	104	132	288	288	456	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	24	144	136	136	136	136	344	392	392	392
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	25	82	324	324	324	324	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	27	57	0	0	0	0	220	220	220	680
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	28	35	0	0	0	0	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	29	100	204	204	204	204	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	30	164	300	300	300	300	188	188	188	188
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	31	125	136	136	136	136	172	172	172	172
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	32	81	260	260	260	260	208	208	208	208
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	33	152	228	228	228	228	152	152	152	152
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	34	141	212	212	212	212	148	148	148	148
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	35	99	0	0	0	0	300	300	300	300
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	36	113	0	0	0	0	168	168	168	168
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	37	32	132	132	132	132	236	236	236	236
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	38	161	0	0	0	0	236	236	236	548
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	39	74	0	0	0	0	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	40	15	240	240	240	360	196	196	196	196
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	41	2	148	332	332	332	128	128	128	128
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	42	160	216	216	216	216	0	0	0	0
45	1	1	1	Agent	-1	Steve	1	Agent		-1	-1	2	sat	[1, 2, 3]	['sat', 'down', 'to']	43	172	124	124	124	124	204	204	204	204
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	1	96	168	588	588	588	380	380	380	380
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	2	168	144	260	260	260	208	208	208	208
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	3	196	64	64	64	64	148	380	380	380
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	4	152	296	296	296	296	120	120	120	120
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	5	75	228	228	444	792	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	6	37	128	128	128	128	220	220	220	220
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	7	119	0	0	0	0	160	160	160	1076
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	8	127	72	72	72	72	208	208	208	208
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	10	35	152	236	236	236	300	300	300	300
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	11	119	204	204	204	328	196	196	196	196
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	12	99	292	292	292	704	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	13	28	156	156	156	156	72	72	72	72
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	14	6	0	0	0	0	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	15	173	0	0	0	0	164	164	328	932
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	16	187	204	352	352	352	264	540	540	540
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	17	47	100	100	100	100	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	18	71	308	308	308	308	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	19	165	184	184	184	184	172	196	196	1168
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	20	9	0	0	0	0	244	244	436	740
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	21	161	16	16	16	652	200	200	200	200
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	22	34	0	0	0	0	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	23	104	1896	1896	1896	1896	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	24	144	152	152	152	152	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	25	82	148	148	148	148	212	212	212	448
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	27	57	176	360	360	552	236	236	236	236
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	28	35	212	344	344	344	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	29	100	216	216	216	216	240	240	240	240
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	30	164	208	208	208	372	268	268	268	268
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	31	125	0	0	0	0	204	204	204	204
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	32	81	220	220	220	220	152	368	368	368
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	33	152	196	196	196	196	176	176	316	576
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	34	141	0	0	0	0	200	200	200	640
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	35	99	176	316	316	316	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	36	113	0	0	0	0	244	244	244	452
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	37	32	208	428	428	428	144	144	264	580
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	38	161	268	496	496	496	104	104	104	104
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	39	74	280	280	280	280	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	40	15	148	260	260	396	128	128	128	488
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	41	2	172	172	172	172	188	672	672	672
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	42	160	320	320	320	320	0	0	0	0
45	3	1	1	Agent	-3	Steve	1	Agent		-1	-3	5	eat	[4]	['eat']	43	172	0	0	0	0	260	260	260	260
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	1	28	244	244	244	244	220	220	220	220
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	2	87	152	296	296	296	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	3	157	236	236	472	732	212	212	212	212
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	4	92	168	168	168	168	160	160	160	160
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	5	161	312	524	524	680	244	244	244	244
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	6	107	144	144	144	144	128	128	128	128
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	7	145	128	128	128	128	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	8	93	180	180	180	180	160	160	160	160
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	10	81	232	292	292	292	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	11	41	144	284	284	284	140	140	140	140
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	12	31	0	0	0	0	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	13	15	152	152	152	152	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	14	199	404	404	536	668	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	15	135	0	0	0	0	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	16	200	144	268	268	268	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	17	57	212	212	212	212	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	18	168	240	444	444	444	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	19	184	220	220	220	220	188	188	188	188
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	20	160	244	552	552	552	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	21	13	216	508	508	620	148	148	148	148
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	22	27	228	228	228	228	168	168	168	168
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	23	153	472	576	944	1204	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	24	179	240	240	240	240	172	172	172	172
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	25	89	0	0	0	0	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	27	107	0	0	0	0	156	156	340	828
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	28	194	364	364	364	364	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	29	147	0	0	0	0	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	30	22	572	904	904	904	296	296	296	296
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	31	12	240	240	240	240	116	116	116	256
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	32	90	380	380	380	380	244	244	244	244
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	33	74	144	144	144	144	188	188	188	188
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	34	115	200	200	200	200	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	35	76	264	264	264	264	168	168	168	168
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	36	117	100	368	368	368	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	37	26	96	96	252	384	128	128	128	128
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	38	193	256	256	256	336	232	448	448	448
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	39	134	0	0	0	0	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	40	22	24	356	504	636	148	148	148	148
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	41	7	0	0	0	0	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	42	171	208	328	328	328	0	0	0	0
46	1	1	0	Agent	-1	Ted	1	Agent		-1	-1	2	smiled	[1, 2]	['smiled', 'and']	43	32	244	244	328	472	168	168	168	168
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	1	28	116	116	116	116	296	296	296	296
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	2	87	152	152	152	152	252	252	252	252
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	3	157	108	108	108	276	212	316	316	316
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	4	92	140	140	140	140	176	176	176	176
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	5	161	0	0	0	0	208	208	208	208
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	6	107	0	0	0	0	0	0	0	0
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	7	145	76	76	76	76	160	160	160	160
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	8	93	164	164	164	164	224	224	224	224
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	10	81	188	188	188	188	244	244	244	244
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	11	41	0	0	0	0	164	164	164	164
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	12	31	0	0	0	0	0	0	0	0
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	13	15	276	276	276	276	240	240	240	240
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	14	199	272	272	516	796	272	272	272	272
46	3	1	1	Agent	-3	Ted	1	Agent		-1	-3	4	bit	[3]	['bit']	15	135	148	148	148	148	0	0	0	0
